model,layer,register,auroc_heldout,mlp_auroc_heldout,diffmeans_auroc_heldout,mixedtrain_auroc_heldout,auroc_allfacts,n_heldout
llama-3-8b-instruct,3,clinical_note,0.5356,0.493,0.5544,0.5804,0.536124,200
llama-3-8b-instruct,3,colloquial,0.6451,0.5787,0.6181000000000001,0.6669,0.63532,200
llama-3-8b-instruct,5,textbook,0.7515000000000001,0.7662,0.6149,0.7567000000000002,0.949192,200
llama-3-8b-instruct,5,patient,0.6465,0.7436,0.6266999999999999,0.7206,0.627624,200
llama-3-8b-instruct,5,clinical_note,0.4686,0.5285,0.5287,0.5446000000000001,0.495716,200
llama-3-8b-instruct,5,colloquial,0.6038000000000001,0.6068,0.5942000000000001,0.6668000000000001,0.603496,200
llama-3-8b-instruct,7,textbook,0.7489,0.7451,0.6112000000000001,0.7292000000000001,0.945572,200
llama-3-8b-instruct,7,patient,0.67265,0.7241,0.6266,0.7318,0.671782,200
llama-3-8b-instruct,7,clinical_note,0.4997,0.5666,0.5380999999999999,0.5849,0.520376,200
llama-3-8b-instruct,7,colloquial,0.60395,0.6201000000000001,0.5941000000000001,0.6940999999999999,0.6397900000000001,200
llama-3-8b-instruct,9,textbook,0.6966999999999999,0.759,0.6937,0.7135,0.941264,200
llama-3-8b-instruct,9,patient,0.71975,0.7251000000000001,0.6871000000000002,0.7631,0.6893440000000001,200
llama-3-8b-instruct,9,clinical_note,0.5489,0.5967,0.5700000000000001,0.6267,0.5971279999999999,200
llama-3-8b-instruct,9,colloquial,0.62905,0.6664999999999999,0.6735,0.6627000000000001,0.6665619999999999,200
llama-3-8b-instruct,11,textbook,0.7487,0.7732,0.7364999999999999,0.7430999999999999,0.951912,200
llama-3-8b-instruct,11,patient,0.70565,0.7396,0.7261,0.7782,0.6908099999999999,200
llama-3-8b-instruct,11,clinical_note,0.5771,0.6622,0.5933,0.6233000000000001,0.63718,200
llama-3-8b-instruct,11,colloquial,0.6688000000000001,0.6678,0.6612,0.6605,0.680898,200
llama-3-8b-instruct,13,textbook,0.7484999999999999,0.7996,0.7968999999999999,0.7702000000000001,0.952464,200
llama-3-8b-instruct,13,patient,0.6953,0.7175,0.7144999999999999,0.7643,0.722136,200
llama-3-8b-instruct,13,clinical_note,0.6492000000000001,0.7065000000000001,0.6972000000000002,0.6738999999999999,0.7199559999999999,200
llama-3-8b-instruct,13,colloquial,0.6622000000000001,0.6933,0.6919,0.6887,0.6887179999999999,200
llama-3-8b-instruct,15,textbook,0.7886,0.8359,0.8301,0.7987000000000001,0.963748,200
llama-3-8b-instruct,15,patient,0.6890000000000001,0.7187000000000001,0.7222999999999999,0.7653,0.74272,200
llama-3-8b-instruct,15,clinical_note,0.6811,0.7571,0.7426,0.7171000000000001,0.7454040000000001,200
llama-3-8b-instruct,15,colloquial,0.6677000000000001,0.7247,0.718,0.7272,0.6888719999999999,200
llama-3-8b-instruct,17,textbook,0.7775999999999998,0.80615,0.7918000000000001,0.7695000000000001,0.96338,200
llama-3-8b-instruct,17,patient,0.7070000000000001,0.7225499999999999,0.7116,0.779,0.765028,200
llama-3-8b-instruct,17,clinical_note,0.6444000000000001,0.74575,0.7274999999999999,0.6932999999999999,0.7279439999999999,200
llama-3-8b-instruct,17,colloquial,0.6668000000000001,0.7127,0.6985,0.7434999999999999,0.712872,200
llama-3-8b-instruct,19,textbook,0.7785,0.7973,0.7898999999999999,0.77,0.963392,200
llama-3-8b-instruct,19,patient,0.7117000000000001,0.7117,0.7056000000000001,0.7654000000000001,0.7699640000000001,200
llama-3-8b-instruct,19,clinical_note,0.6422000000000001,0.73955,0.7252,0.7149,0.7344519999999999,200
llama-3-8b-instruct,19,colloquial,0.6993,0.7073499999999999,0.7005999999999999,0.7325999999999999,0.7488239999999999,200
llama-3-8b-instruct,21,textbook,0.7898,0.79575,0.7895,0.7795000000000001,0.967692,200
llama-3-8b-instruct,21,patient,0.7109,0.7094,0.7049000000000001,0.7642000000000001,0.771928,200
llama-3-8b-instruct,21,clinical_note,0.5981,0.7369,0.7247,0.7057999999999999,0.677284,200
llama-3-8b-instruct,21,colloquial,0.6564,0.70225,0.6999,0.7085999999999999,0.722956,200
llama-3-8b-instruct,23,textbook,0.7974,0.79815,0.7877,0.7914,0.966196,200
llama-3-8b-instruct,23,patient,0.7306,0.7107000000000001,0.7037,0.7724,0.7787719999999998,200
llama-3-8b-instruct,23,clinical_note,0.5844,0.7374,0.7242000000000001,0.7166,0.6821640000000001,200
llama-3-8b-instruct,23,colloquial,0.6715,0.7018,0.6986999999999999,0.7015,0.7239680000000001,200
llama-3-8b-instruct,25,textbook,0.8042,0.7876500000000001,0.7878000000000001,0.796,0.97122,200
llama-3-8b-instruct,25,patient,0.7026,0.7092,0.7043999999999999,0.7865,0.7521359999999999,200
llama-3-8b-instruct,25,clinical_note,0.5941000000000001,0.7318,0.7255000000000001,0.6906,0.6782839999999999,200
llama-3-8b-instruct,25,colloquial,0.641,0.6995,0.6998,0.7041000000000001,0.7021519999999999,200
llama-3-8b-instruct,27,textbook,0.7938999999999999,0.7984,0.7870999999999999,0.7875,0.97026,200
llama-3-8b-instruct,27,patient,0.7220000000000001,0.70735,0.7042,0.7796,0.7642479999999999,200
llama-3-8b-instruct,27,clinical_note,0.5806,0.7429,0.7254,0.7049,0.6804840000000001,200
llama-3-8b-instruct,27,colloquial,0.6910000000000001,0.70065,0.6995,0.7160000000000001,0.744216,200
llama-3-8b-instruct,29,textbook,0.8075,0.7906,0.7866,0.7740000000000001,0.968716,200
llama-3-8b-instruct,29,patient,0.70595,0.707,0.7059,0.7496,0.754948,200
llama-3-8b-instruct,29,clinical_note,0.5920000000000001,0.735,0.726,0.7189000000000001,0.682464,200
llama-3-8b-instruct,29,colloquial,0.6792,0.6967,0.6989000000000001,0.7072999999999999,0.733036,200
llama-3-8b-instruct,31,textbook,0.7940000000000002,0.8005,0.7876000000000001,0.7659,0.970656,200
llama-3-8b-instruct,31,patient,0.7054499999999999,0.70365,0.7067999999999999,0.7631,0.7469180000000001,200
llama-3-8b-instruct,31,clinical_note,0.6103,0.7381,0.7273000000000001,0.725,0.718916,200
llama-3-8b-instruct,31,colloquial,0.6733,0.6957,0.6997,0.7212000000000001,0.7272159999999999,200
qwen2.5-7b-instruct,1,textbook,0.7192000000000002,0.7506000000000002,0.7207,0.6921999999999999,0.942648,200
qwen2.5-7b-instruct,1,patient,0.5907,0.6617,0.6835,0.6983,0.624312,200
qwen2.5-7b-instruct,1,clinical_note,0.4654999999999999,0.5114,0.5833,0.5811,0.5024599999999999,200
qwen2.5-7b-instruct,1,colloquial,0.5609000000000001,0.6416999999999999,0.5636000000000001,0.6214999999999999,0.553752,200
qwen2.5-7b-instruct,3,textbook,0.7225999999999999,0.7363999999999999,0.6765000000000001,0.7079,0.955992,200
qwen2.5-7b-instruct,3,patient,0.6366999999999999,0.6752999999999999,0.6559,0.7089,0.6347999999999999,200
qwen2.5-7b-instruct,3,clinical_note,0.4868,0.5301,0.5541999999999999,0.6319000000000001,0.529452,200
qwen2.5-7b-instruct,3,colloquial,0.5682,0.5847,0.5477000000000001,0.6072,0.5538719999999999,200
qwen2.5-7b-instruct,5,textbook,0.7132000000000001,0.7382,0.6784000000000001,0.69,0.949408,200
qwen2.5-7b-instruct,5,patient,0.6874,0.7037,0.681,0.7221,0.6749919999999999,200
qwen2.5-7b-instruct,5,clinical_note,0.4805999999999999,0.4546,0.5397,0.5923,0.517208,200
qwen2.5-7b-instruct,5,colloquial,0.5384,0.596,0.5653,0.6156,0.5239360000000001,200
qwen2.5-7b-instruct,7,textbook,0.6940000000000001,0.7253000000000001,0.7174,0.6693,0.942136,200
qwen2.5-7b-instruct,7,patient,0.6443,0.7202,0.6938000000000001,0.7553999999999998,0.63906,200
qwen2.5-7b-instruct,7,clinical_note,0.5309,0.5203,0.5704,0.5954,0.5400799999999999,200
qwen2.5-7b-instruct,7,colloquial,0.4895,0.5272,0.6257,0.6557,0.507252,200
qwen2.5-7b-instruct,9,textbook,0.7325,0.7690000000000001,0.6921,0.6948000000000001,0.947856,200
qwen2.5-7b-instruct,9,patient,0.6106,0.6975,0.6931,0.7482000000000001,0.626664,200
qwen2.5-7b-instruct,9,clinical_note,0.5,0.4461,0.5382,0.573,0.5720040000000001,200
qwen2.5-7b-instruct,9,colloquial,0.5735,0.6329,0.6596,0.6622,0.5727679999999999,200
qwen2.5-7b-instruct,11,textbook,0.7422000000000001,0.7647,0.6823,0.6899000000000001,0.950968,200
qwen2.5-7b-instruct,11,patient,0.6200999999999999,0.6669,0.6912,0.7364,0.644228,200
qwen2.5-7b-instruct,11,clinical_note,0.5297,0.506,0.5299,0.5926,0.580944,200
qwen2.5-7b-instruct,11,colloquial,0.6183,0.6404000000000001,0.6505,0.6810000000000002,0.592352,200
qwen2.5-7b-instruct,13,textbook,0.7537999999999999,0.7516,0.7217999999999999,0.6947,0.95246,200
qwen2.5-7b-instruct,13,patient,0.6072,0.7184,0.6870999999999999,0.7557,0.639752,200
qwen2.5-7b-instruct,13,clinical_note,0.517,0.5532,0.5415,0.5926,0.5863799999999999,200
qwen2.5-7b-instruct,13,colloquial,0.5892999999999999,0.6725000000000001,0.671,0.6901000000000002,0.597252,200
qwen2.5-7b-instruct,15,textbook,0.752,0.7573,0.7538,0.7126,0.953596,200
qwen2.5-7b-instruct,15,patient,0.5861000000000001,0.7242500000000001,0.6986,0.7473000000000001,0.607794,200
qwen2.5-7b-instruct,15,clinical_note,0.593,0.5913,0.5895,0.6023000000000001,0.60666,200
qwen2.5-7b-instruct,15,colloquial,0.6097999999999999,0.6283,0.6722000000000001,0.6681999999999999,0.61188,200
qwen2.5-7b-instruct,17,textbook,0.8100999999999999,0.8150999999999999,0.7767,0.7765,0.9708519999999998,200
qwen2.5-7b-instruct,17,patient,0.65215,0.7192,0.7129,0.7383,0.683926,200
qwen2.5-7b-instruct,17,clinical_note,0.6232,0.6702,0.6802000000000001,0.6516000000000001,0.664968,200
qwen2.5-7b-instruct,17,colloquial,0.6922,0.6884,0.6676,0.7104,0.699948,200
qwen2.5-7b-instruct,19,textbook,0.7916,0.7974,0.7497,0.7515999999999999,0.96216,200
qwen2.5-7b-instruct,19,patient,0.7065,0.73345,0.7111000000000001,0.7485,0.7440640000000001,200
qwen2.5-7b-instruct,19,clinical_note,0.597,0.6557,0.7089999999999999,0.6335,0.697908,200
qwen2.5-7b-instruct,19,colloquial,0.6761,0.7031,0.6691,0.6769999999999999,0.73392,200
qwen2.5-7b-instruct,21,textbook,0.798,0.7884,0.7531000000000001,0.7619000000000001,0.965008,200
qwen2.5-7b-instruct,21,patient,0.707,0.7280000000000001,0.7191000000000001,0.7343000000000001,0.752832,200
qwen2.5-7b-instruct,21,clinical_note,0.6137,0.7041000000000001,0.7116000000000001,0.6487,0.7078599999999999,200
qwen2.5-7b-instruct,21,colloquial,0.7228,0.7021,0.6763,0.6986999999999999,0.75116,200
qwen2.5-7b-instruct,23,textbook,0.7886,0.8004,0.7472000000000001,0.7637,0.960116,200
qwen2.5-7b-instruct,23,patient,0.7049000000000001,0.7513000000000001,0.7117999999999999,0.711,0.759548,200
qwen2.5-7b-instruct,23,clinical_note,0.6194,0.6369999999999999,0.7142000000000002,0.6469,0.728168,200
qwen2.5-7b-instruct,23,colloquial,0.6890999999999999,0.7273999999999999,0.6658999999999999,0.6719999999999999,0.752804,200
qwen2.5-7b-instruct,25,textbook,0.7695000000000001,0.7712500000000001,0.7488,0.7316999999999999,0.959104,200
qwen2.5-7b-instruct,25,patient,0.6884,0.7121999999999999,0.7091999999999999,0.7539,0.7325280000000001,200
qwen2.5-7b-instruct,25,clinical_note,0.6224000000000001,0.7153999999999999,0.7122999999999999,0.6404,0.7330079999999999,200
qwen2.5-7b-instruct,25,colloquial,0.676,0.6950999999999999,0.6665000000000001,0.704,0.7358,200
qwen2.5-7b-instruct,27,textbook,0.7919,0.8010000000000002,0.7487,0.7508,0.96338,200
qwen2.5-7b-instruct,27,patient,0.6732,0.7037,0.7091,0.7402,0.7446079999999999,200
qwen2.5-7b-instruct,27,clinical_note,0.5905,0.6713999999999999,0.7133,0.6423000000000001,0.709832,200
qwen2.5-7b-instruct,27,colloquial,0.6537000000000001,0.6992,0.6678000000000002,0.7303,0.72942,200
