model,layer,register,auroc_heldout,mlp_auroc_heldout,diffmeans_auroc_heldout,mixedtrain_auroc_heldout,auroc_allfacts,n_heldout
llama-3-8b-instruct,11,patient,0.74,0.7,0.625,0.705,0.6876000000000001,40
llama-3-8b-instruct,11,clinical_note,0.53,0.5675,0.55,0.51,0.5825,40
llama-3-8b-instruct,11,colloquial,0.52,0.505,0.6,0.5725,0.5972999999999999,40
llama-3-8b-instruct,13,textbook,0.76,0.72,0.7175,0.7650000000000001,0.965,40
llama-3-8b-instruct,13,patient,0.7325,0.7325,0.7224999999999999,0.7275,0.7164,40
llama-3-8b-instruct,13,clinical_note,0.5525,0.615,0.6475,0.5175,0.6688999999999999,40
llama-3-8b-instruct,13,colloquial,0.5,0.5774999999999999,0.5774999999999999,0.615,0.6416999999999999,40
llama-3-8b-instruct,15,textbook,0.775,0.905,0.88,0.765,0.9665,40
llama-3-8b-instruct,15,patient,0.6725,0.7999999999999999,0.795,0.71,0.7361,40
llama-3-8b-instruct,15,clinical_note,0.5049999999999999,0.7374999999999999,0.7125,0.4549999999999999,0.6307,40
llama-3-8b-instruct,15,colloquial,0.56,0.6549999999999999,0.6425000000000001,0.6025,0.6763,40
llama-3-8b-instruct,17,textbook,0.75,0.845,0.8474999999999999,0.6975,0.9744,40
llama-3-8b-instruct,17,patient,0.6375,0.7875000000000001,0.7799999999999999,0.6825,0.7026999999999999,40
llama-3-8b-instruct,17,clinical_note,0.4375,0.7249999999999999,0.735,0.51,0.6436999999999999,40
llama-3-8b-instruct,17,colloquial,0.515,0.63,0.665,0.6675,0.6613,40
llama-3-8b-instruct,19,textbook,0.63,0.8300000000000001,0.845,0.5725,0.947,40
llama-3-8b-instruct,19,patient,0.57,0.8,0.7775,0.6475,0.6538,40
llama-3-8b-instruct,19,clinical_note,0.37,0.7275,0.7175,0.51,0.6195999999999999,40
llama-3-8b-instruct,19,colloquial,0.4525,0.6475,0.675,0.655,0.607,40
llama-3-8b-instruct,21,textbook,0.6075,0.8325,0.8425,0.5675,0.9379,40
llama-3-8b-instruct,21,patient,0.54,0.795,0.7775,0.65,0.6285000000000001,40
llama-3-8b-instruct,21,clinical_note,0.3974999999999999,0.7275,0.72,0.5349999999999999,0.6138,40
llama-3-8b-instruct,21,colloquial,0.455,0.6699999999999999,0.6725,0.6525,0.5626,40
llama-3-8b-instruct,23,textbook,0.625,0.8474999999999999,0.845,0.6275,0.9418999999999998,40
llama-3-8b-instruct,23,patient,0.5825,0.7825,0.775,0.625,0.643,40
llama-3-8b-instruct,23,clinical_note,0.39,0.7175,0.7275,0.53,0.6101999999999999,40
llama-3-8b-instruct,23,colloquial,0.4825,0.6825000000000001,0.675,0.645,0.5981000000000001,40
llama-3-8b-instruct,25,textbook,0.6375,0.83625,0.84,0.6175,0.9437,40
llama-3-8b-instruct,25,patient,0.57,0.7925,0.7775,0.6425000000000001,0.6387,40
llama-3-8b-instruct,25,clinical_note,0.4225,0.7175,0.7224999999999999,0.5475000000000001,0.6240999999999999,40
llama-3-8b-instruct,25,colloquial,0.48,0.6775,0.675,0.6425000000000001,0.5895999999999999,40
llama-3-8b-instruct,27,textbook,0.635,0.84375,0.8400000000000001,0.62,0.952,40
llama-3-8b-instruct,27,patient,0.535,0.7875,0.775,0.655,0.6275000000000001,40
llama-3-8b-instruct,27,clinical_note,0.4225,0.715,0.7175,0.5575,0.6269999999999999,40
llama-3-8b-instruct,27,colloquial,0.4925,0.6799999999999999,0.6775,0.6525000000000001,0.5885,40
llama-3-8b-instruct,29,textbook,0.64,0.6225,0.8474999999999999,0.63,0.9537,40
llama-3-8b-instruct,29,patient,0.5774999999999999,0.595,0.7775,0.6950000000000001,0.6381,40
llama-3-8b-instruct,29,clinical_note,0.4075,0.43,0.72,0.5549999999999999,0.6252,40
llama-3-8b-instruct,29,colloquial,0.475,0.4925,0.6799999999999999,0.68,0.5957000000000001,40
llama-3-8b-instruct,31,textbook,0.6599999999999999,0.85625,0.8575,0.675,0.958,40
llama-3-8b-instruct,31,patient,0.59,0.785,0.7749999999999999,0.6825000000000001,0.6245,40
llama-3-8b-instruct,31,clinical_note,0.395,0.7150000000000001,0.7224999999999999,0.5275000000000001,0.62,40
llama-3-8b-instruct,31,colloquial,0.4825,0.68,0.6725000000000001,0.6425,0.577,40
qwen2.5-7b-instruct,1,textbook,0.5874999999999999,0.6725,0.6725,0.5475,0.9164,40
qwen2.5-7b-instruct,1,patient,0.595,0.745,0.7175,0.62,0.5895,40
qwen2.5-7b-instruct,1,clinical_note,0.4674999999999999,0.5775,0.5825,0.5075000000000001,0.4931999999999999,40
qwen2.5-7b-instruct,1,colloquial,0.5625,0.5375,0.55,0.5425,0.4678,40
qwen2.5-7b-instruct,3,textbook,0.6025,0.6675,0.6625,0.55,0.9306,40
qwen2.5-7b-instruct,3,patient,0.7275,0.7075,0.73,0.5574999999999999,0.6220000000000001,40
qwen2.5-7b-instruct,3,clinical_note,0.52,0.475,0.4925,0.535,0.5366000000000001,40
qwen2.5-7b-instruct,3,colloquial,0.5825,0.5900000000000001,0.5975,0.5175000000000001,0.4742,40
qwen2.5-7b-instruct,5,textbook,0.635,0.6974999999999999,0.6849999999999999,0.6225,0.9455,40
qwen2.5-7b-instruct,5,patient,0.63,0.765,0.7424999999999999,0.7,0.5847,40
qwen2.5-7b-instruct,5,clinical_note,0.485,0.5,0.53,0.52,0.5493000000000001,40
qwen2.5-7b-instruct,5,colloquial,0.5175,0.54,0.5774999999999999,0.515,0.5112,40
qwen2.5-7b-instruct,7,textbook,0.595,0.635,0.6224999999999999,0.65,0.9299,40
qwen2.5-7b-instruct,7,patient,0.675,0.7075,0.755,0.6825000000000001,0.6186999999999999,40
qwen2.5-7b-instruct,7,clinical_note,0.415,0.4425,0.475,0.49,0.5066999999999999,40
qwen2.5-7b-instruct,7,colloquial,0.5225,0.54,0.5725,0.51,0.5459,40
qwen2.5-7b-instruct,9,textbook,0.505,0.6475000000000001,0.635,0.615,0.9277,40
qwen2.5-7b-instruct,9,patient,0.595,0.6475,0.7374999999999999,0.6575,0.5871000000000001,40
qwen2.5-7b-instruct,9,clinical_note,0.4175,0.505,0.475,0.5399999999999999,0.4788,40
qwen2.5-7b-instruct,9,colloquial,0.5299999999999999,0.5025,0.55,0.52,0.5575000000000001,40
qwen2.5-7b-instruct,11,textbook,0.6675,0.6375,0.6425000000000001,0.635,0.9552,40
qwen2.5-7b-instruct,11,patient,0.555,0.6825,0.71,0.605,0.6021,40
qwen2.5-7b-instruct,11,clinical_note,0.51,0.5,0.4925,0.5575000000000001,0.4859,40
qwen2.5-7b-instruct,11,colloquial,0.5275,0.4925,0.5325,0.5375000000000001,0.5267,40
qwen2.5-7b-instruct,13,textbook,0.595,0.7,0.675,0.6275,0.9291999999999998,40
qwen2.5-7b-instruct,13,patient,0.6074999999999999,0.7224999999999999,0.7275,0.6224999999999999,0.6252000000000001,40
qwen2.5-7b-instruct,13,clinical_note,0.4875,0.4674999999999999,0.4925,0.5375,0.4929,40
qwen2.5-7b-instruct,13,colloquial,0.575,0.5599999999999999,0.5575,0.595,0.4956,40
qwen2.5-7b-instruct,15,textbook,0.7,0.7525,0.7175,0.6499999999999999,0.9484,40
qwen2.5-7b-instruct,15,patient,0.6975,0.7649999999999999,0.75,0.655,0.6648000000000001,40
qwen2.5-7b-instruct,15,clinical_note,0.505,0.4549999999999999,0.4875,0.6,0.4832,40
qwen2.5-7b-instruct,15,colloquial,0.6074999999999999,0.525,0.5575,0.57,0.5358,40
qwen2.5-7b-instruct,17,textbook,0.6975,0.775,0.74,0.7150000000000001,0.9508,40
qwen2.5-7b-instruct,17,patient,0.7374999999999999,0.8574999999999999,0.8475,0.735,0.7169000000000001,40
qwen2.5-7b-instruct,17,clinical_note,0.5025,0.5850000000000001,0.5675,0.5875000000000001,0.5599000000000001,40
qwen2.5-7b-instruct,17,colloquial,0.65,0.6625,0.6275000000000001,0.635,0.6025,40
qwen2.5-7b-instruct,19,textbook,0.8,0.7775,0.8425,0.765,0.9739,40
qwen2.5-7b-instruct,19,patient,0.8049999999999999,0.695,0.8400000000000001,0.79,0.7612,40
qwen2.5-7b-instruct,19,clinical_note,0.6375,0.595,0.71,0.6925,0.7037,40
qwen2.5-7b-instruct,19,colloquial,0.5974999999999999,0.71,0.7725,0.6575,0.6735000000000001,40
qwen2.5-7b-instruct,21,textbook,0.7825,0.855,0.855,0.695,0.9708,40
qwen2.5-7b-instruct,21,patient,0.7699999999999999,0.8375,0.8525,0.72,0.7652,40
qwen2.5-7b-instruct,21,clinical_note,0.6125,0.7050000000000001,0.7275,0.6725,0.6727,40
qwen2.5-7b-instruct,21,colloquial,0.6275,0.7775000000000001,0.7725,0.6124999999999999,0.6888000000000001,40
qwen2.5-7b-instruct,23,textbook,0.775,0.8049999999999999,0.835,0.7324999999999999,0.9607,40
qwen2.5-7b-instruct,23,patient,0.7375,0.8725,0.8475,0.6575,0.7382,40
qwen2.5-7b-instruct,23,clinical_note,0.595,0.6725000000000001,0.6950000000000001,0.6649999999999999,0.6445,40
qwen2.5-7b-instruct,23,colloquial,0.635,0.77875,0.765,0.6599999999999999,0.6964000000000001,40
qwen2.5-7b-instruct,25,textbook,0.74,0.83,0.8425,0.71,0.9624,40
qwen2.5-7b-instruct,25,patient,0.7124999999999999,0.8624999999999999,0.835,0.6675000000000001,0.7165999999999999,40
qwen2.5-7b-instruct,25,clinical_note,0.53,0.7000000000000001,0.7050000000000001,0.6675,0.6135,40
qwen2.5-7b-instruct,25,colloquial,0.645,0.7762499999999999,0.7649999999999999,0.6175,0.6628000000000001,40
qwen2.5-7b-instruct,27,textbook,0.73,0.5925,0.8425,0.6975,0.9624,40
qwen2.5-7b-instruct,27,patient,0.7525,0.3874999999999999,0.8350000000000001,0.67,0.7466999999999999,40
qwen2.5-7b-instruct,27,clinical_note,0.54,0.455,0.7050000000000001,0.6575,0.6466000000000001,40
qwen2.5-7b-instruct,27,colloquial,0.7,0.43,0.765,0.62,0.6748000000000001,40
